address,balance,tx_count,age_days,is_fraud
0xa6547302afcfdac92673823dee31098ab3577992,0.0,20,145.6301961306317,0
0x39F3E7fA18d342De467AD9d7065A46c8385589F7,0.0,2,1902.020756110778,1
0xf1e250F2a27ab7eC5B82B287F2799260448CD51D,0.02463232,8,3065.431130540084,1
0x3fb2472cf36c6143c82eac8b53ae362542a5db4b,0.009971115397929784,20,130.49103073795638,0
0xF902AA3a62F9E28878129E1A8f1EB71E4FD7a88C,0.006822011037124137,20,3100.8971796896694,1
0xa6B60dd3bE491aAfE5AbA8622b35C0eAd608D3FD,0.0,2,3010.1007797907846,1
0x7F85A82a2da50540412F6E526F1D00A0690a77B8,0.0,2,1901.9923875199947,1
0xB7c4A4341c0A03460B6ceC4fa997dD2D748Ce281,0.009943728,20,3024.8647593910055,1
0x45029af827c652f47b1f678456b2cd009647c8ad,0.0,6,2935.992457192129,1
0x0c6d80814ba227d3453b2f6e9b8beb17eb0b7e23,0.0,2,23.935096328402008,0
0xBa83e9Ce38b10522e3d6061A12779B7526839eda,0.001790658,20,3128.062098903504,1
0x762066096f33807fcad3b474a4da31a10d48bc2b,0.01,20,124.48486957395794,0
0x48d4c2d07b6468546f997447617c96f0220ff427,0.0,20,689.2615194560864,0
0xf9a5139E42c3ca13D5b24D23ab2B18C278805Dc4,0.0,5,3039.256073147547,1
0x4541c7745c82DF8c10bD4A58e28161534B353064,0.0,2,1902.0076453531478,1
0xF8E676094628776690DBf83fa31f08aA14FD3fb8,0.0,17,3065.278220697909,1
0x52b7c8857Be3853fA68e09D9Ba7a9ADf075040eA,0.0,20,3091.9442293116367,1
0x920aDc9A060cdA345fdEc2fdeBAd6EBF38eDf83D,0.0,11,3056.1962143417613,1
0xad35ed1cfe7c17c7b06c5c5d0672c57da4925299,0.7706678349831142,20,894.3182237830316,0
0x33F74739ce6bE3B2c38AF76F5aDB3866CB4784c4,0.20446443697780806,20,2993.3638584907876,1
0x858457daa7e087ad74cdeeceab8419079bc2ca03,0.05647398259797031,20,3120.4120874027494,1
0xe408bbd185720544c733888dfbefe48d1999879d,0.0,1,23.93628117201229,0
0xf580df45e8a416a9b6fb90e38ab76a28ae7decc8,0.0,3,23.938227856228195,0
0x733e239ed1e090a67ebefc4e76dc24e740e17991,0.017296620355064247,20,179.46804271003714,0
0xBc8b85b1515E45Fb2d74333310A1d37B879732c0,0.0,2,1901.9958282983966,1
0xb54cae21fd7ca5faedadb1d4f5bdec5718702828,1.5081476601499548,20,370.52263252563773,0
0x79e33df2625a776230f2dca09236e53f08c05b4b,0.0,20,884.0209323230496,0
0xF3Ae45D5A0B8EfB41444101267b56E6795051FaC,0.0,20,3027.3666949077337,1
0xabfe410c71c882ba90a2c260b822a7063428bd37,0.000108357868189996,20,697.1594766510058,0
0x30aa00125a6d72f6e05cbfc80393ae18d53bc9d8,0.012627683983954235,20,2958.767467771893,0
0x071cf579507DD0661845694F709E68CF7Ea506a4,0.0,0,0.0,1
0x80469dee2efebaaade844421a3887d257c7e136e,0.9364432982006531,20,88.48047715922196,0
0x902d0d5bb6a34307bbd1da33e61ae1654b6cbe1e,0.0,7,3005.3495678025124,1
0x4337017d2e3f5e4160a27f6fdbdc38719343c62f,0.16999908383419698,20,135.2974429811758,0
0x1dff77401aae82112a023a0929a43b5845917198,0.005140629144721949,17,255.97434914166453,0
0x1aef1E14108786e0B049f37758529d866cc3c7e6,0.0,0,0.0,1
0xBBF84F9b823c42896c9723C0BE4D5f5eDe257b52,0.0,2,1901.999638800185,1
0x33f6eE23eE223c4558a95bF4C0e9f5eD21e06319,0.0,0,0.0,1
0xfc6bb857d6a7d92923fe5012936448a03ff927af,0.0,20,1044.2437273891435,0
0x05E3650Bfc907Cc1b3C774F0c053C8B990ce1A4b,0.0,0,0.0,1
0xf4e40b3fcf1c2ee7a5b60a273d68bea921c9d35e,0.000888953475278401,20,998.9300006458246,0
0x1aef1E14108786e0B049f37758529d866cc3c7e6,0.0,0,0.0,1
0xB71dF0DbbB9754c1aa9115253F4eBb7EF3f8a57c,0.0,0,0.0,1
0x22374A2E9E19bcea56E64F9De3329670CD1a458c,0.0,0,0.0,1
0x1d434125f3b761482d0eb16e8528700ea2771925,0.0,20,389.7240019254276,0
0x8abe0a9b8A1C8a003354E61F3ed8befdeb7D2CEc,0.0,18,2773.2226579579656,1
0x3b0009071a0a9983e9aab537fd8c9ad478310aeb,0.0,20,3085.607485488093,1
0x732101354af9a6e5bb40024835a748958c091ded,31.86900028762076,20,83.25462555700982,0
0xaa8ba7d4611437141192e7ceced531bc0a133efb,24.821513894914585,20,139.78491978129856,0
0x42b50c571fa5767cf4bddda7cd0ad0e0ffa0fd56,1.272824448e-07,6,681.2302484459458,0
0xD9932453997ddF36fE114C9F22beBb9eE77b2921,0.0,3,3081.968329464346,1
0x379ce20c018fb6301c1872c429ec7270ffa4dc5b,0.002259064,9,3175.01741718178,1
0x3681828DA105fC3C44E212f6c3Dc51a0a5A6F5C6,0.0001,20,3085.222673472045,1
0x0a4392f623faf54de72cbf6f567e1a7808251cd3,0.0,6,2909.2908457626513,1
0x4e790c545478029d20816a7212c46adde058d63e,0.0,20,2828.6078239864883,1
0xdf967ff95cd5ff35a27786dbd906fbb9ded116af,0.0,4,2767.116798209882,1
0xb6dacbc69333ce7ec2b946e9574d74c5d4084050,0.009095966429370876,20,721.2651116780937,0
0x90a16ebcf1bc0da0347134f707da93c40bb8a4c5,0.0,1,2919.5410251225285,1
0xef57aa4b57587600fc209f345fe0a2687bc26985,0.0001,20,3047.540356669426,1
0xb844a070d916b95818f81db1ba29bed82f073929,0.2749922179745261,6,64.9133714456056,0
0x3B5744c7F340E0d2Dcf7A072A4c963B9a43c982B,0.0003476,20,2865.326596582838,1
0xe24f46070304690fb340db676af5991c8fbe270f,0.00010001629306,20,39.24228100737488,0
0x7e3d7D8E31b3F472FCD3C1552a9F009131C50C6C,0.0,20,3035.63184358822,1
0xd42c8fb8e7b7e75f8ef3e8d03662c85599d989fc,0.0,20,97.46669406432797,0
0x1f115debef0d2cbd1402680ea34cf4d562eeb81e,0.000516405840145562,20,1830.0759912102615,0
0x6D8A1BC0AE09aE5cFd4a7A2a59194598734CEea5,0.0,9,3014.9406102870626,1
0xe3fa479fc7eef782df3e332befa9d9fb8098afb9,2.1e-07,4,23.944720522132183,0
0x484aa220812a5ed3d1162686bc8592eb39276348,0.0,0,0.0,1
0x983bda798a24720bb4fe3dba287ec352e7b440fc,0.0,8,2527.1596761376054,1
0x55c4dfc965b911afee18a7d2d94a245b867395b6,0.0176168635187575,20,2892.928972411738,1
0x8d8d7ea4761e3c0a78652331a844a121a63ac2b3,1248.909216445315,20,134.30963270414483,0
0xa46311dc4d3bc52b66d45e74682042bb143a9aa3,0.0,8,2869.5635747806064,1
0xfE9B7DB8d9D57E9ad9341bCf51B110Ba5d27b48B,0.000170157013257,11,2788.5962794570983,1
0xf9fe85e19bd533c69067c6e2ff02727d40a54100,0.001677099961507,16,3135.052790353312,1
0x57d02550f47dd932d2fb84e0aa883c9d8d53c313,0.0,19,3068.1234081104703,1
0x60dd9c226bb216f3e0b03e0c0b76d94eae7530f7,0.01,20,124.48740095792546,0
0x88698a2ff09506596a88a1af9d103a420ba46a3e,0.0,4,3039.285098354767,1
0x15a99893dc47bfae5b06e9b4c8941aaca60f8af5,0.005160511681632541,15,2928.28237093814,1
0xD754B5Bf41B84Bcb49CB952F858318640aBC60E0,0.0,20,2940.695106151446,1
0x18ec1d727320cbed7c0c63cd655ade997b292c5e,0.0,20,2914.7334971752543,1
0xc915eC7f4CFD1C0A8Aba090F03BfaAb588aEF9B4,0.0,2,1901.98508986879,1
0x6e1378d1c2191d2768eb72c7901e161cb5aa53e9,0.2123587909410858,20,154.51467575096422,0
0xd313008f7bf059a756671b5a8aced6293daacebc,0.001127745397020331,20,172.77988562191527,0
0x3d53c172c5fa064fdaa5d7fb661fb4281fe05cf1,0.909267037315465,20,989.8644162872793,0
0xfb990112f51931a2834fcf574a860b7419ecd76f,0.004887,4,2858.604055098199,1
0x0458c1e2e137fede1d338d82e9b98f41ff87c843,1.2215383117017418,20,116.94400304443582,0
0x41ed843a086f44b8cb23decc8170c132bc257874,7.719992085660086,20,1021.8084933728007,0
0xaa1886de3f70a3ef502ea1379a311c5b4e05f3fd,0.0,20,3070.3310950614677,1
0x3681828DA105fC3C44E212f6c3Dc51a0a5A6F5C6,0.0001,20,3085.2225628888414,1
0x339d413ccefd986b1b3647a9cfa9cbbe70a30749,1.132717004758379,20,1402.2075498107463,0
0xf30ba13e4b04ce5dc4d254ae5fa95477800f0eb0,88469.54227869032,20,142.4779447361275,0
0xFBF6F29c126382cf15795bB209EE506a174cC709,0.0,20,3068.3741320078625,1
0x68B0e0Db7918C0211EA1fB78292a879839137DD0,0.0,20,3083.3151386897457,1
0xe8e80b3f3f4a78c555c8bae80cb44d92eb9fcb3c,0.26312072196386055,20,110.34201362624488,0
0x28c6c06298d514db089934071355e5743bf21d60,95978.95278783317,20,1742.6886456847162,0
0x14130D36B36887620c37A404f859D11e293ec06A,0.0,2,1902.0476887619661,1
0x09750ad360fdb7a2ee23669c4503c974d86d8694,3.3318562104134e-05,20,1898.4433033373014,1
0x316b3b83c33B20249B61DEd124F2620d8E823793,0.01,12,3004.340293847052,1
0xb79ecf53c7f35c5fcc9c9eed04e91bfcb513651a,0.0,20,38.21208325100166,0
